FB.ID,Gene.Symbol,Chr.Arm,Start,Stop
FBgn0010768,sqz,3R,19164211,19170576
FBgn0038685,CG14282,3R,19177000,19177986
FBgn0038686,CG5555,3R,19178085,19180538
FBgn0051475,CG31475,3R,19180659,19201096
FBgn0267706,CR46039,3R,19191981,19193028
FBgn0025680,cry,3R,19212154,19215442
FBgn0267975,vib,3R,19215434,19226651
FBgn0038690,CG11703,3R,19226903,19228180
FBgn0038691,CG5250,3R,19228217,19229276
FBgn0038692,CG3773,3R,19229463,19230832
FBgn0038693,unc79,3R,19230764,19246130
FBgn0038694,CG5217,3R,19247052,19248136
FBgn0038695,CG14280,3R,19256777,19260132
FBgn0265062,CR44173,3R,19278775,19279728
FBgn0263405,CR43451,3R,19288357,19289296
FBgn0265063,CG44174,3R,19297246,19297695
FBgn0000463,Dl,3R,19302731,19326217
FBgn0265064,CR44175,3R,19326816,19327560
FBgn0262262,mir-997-1,3R,19326954,19327168
FBgn0262903,CR43258,3R,19329736,19330836
FBgn0262839,CG43203,3R,19354051,19354884
FBgn0086613,Ino80,3R,19368995,19403153
FBgn0038697,CG3581,3R,19373757,19374789
FBgn0051404,CG31404,3R,19375043,19376023
FBgn0051245,CG31245,3R,19376195,19377225
FBgn0085314,CR34285,3R,19385917,19387559
FBgn0038700,CG3734,3R,19387861,19389866
FBgn0038701,CG18493,3R,19390270,19392132
FBgn0038702,CG3739,3R,19393360,19395188
FBgn0051244,CG31244,3R,19397430,19398567
FBgn0038704,CG5316,3R,19403455,19406294
FBgn0038705,CG11626,3R,19409175,19411265
FBgn0051221,CG31221,3R,19412689,19460311
FBgn0038706,CG3517,3R,19423779,19425199
FBgn0260003,Dys,3R,19461085,19597288
FBgn0038708,CG6255,3R,19461879,19463066
FBgn0038709,CG15025,3R,19489570,19491115
FBgn0065080,snoRNA:Me18S-A1374,3R,19586196,19586263
FBgn0038714,Cpr92A,3R,19597502,19598955
FBgn0038715,CG7333,3R,19600635,19602629
FBgn0038716,CG7342,3R,19603375,19606475
FBgn0038717,CG17751,3R,19607254,19609322
FBgn0038718,CG17752,3R,19610225,19612437
FBgn0038719,CG16727,3R,19613381,19615784
FBgn0038720,CG6231,3R,19616024,19632718
FBgn0038721,subdued,3R,19633418,19642722
FBgn0083974,CG34138,3R,19634949,19635879
FBgn0026753,Vha13,3R,19643018,19644386
FBgn0038722,Nup58,3R,19645026,19646906
FBgn0038723,CG6195,3R,19646930,19648410
FBgn0051220,CG31220,3R,19648487,19650586
FBgn0051219,CG31219,3R,19651018,19652430
FBgn0038725,CG6184,3R,19652369,19657866
FBgn0003011,ort,3R,19659748,19663672
FBgn0038727,CG7432,3R,19665007,19670827
FBgn0051216,Naam,3R,19671450,19698742
FBgn0012003,tRNA:V3b:92Ba,3R,19672277,19672349
FBgn0085315,CG34286,3R,19715186,19715927
FBgn0024963,GluClalpha,3R,19730715,19775231
FBgn0263499,CR43488,3R,19743789,19744477
FBgn0038730,CG6300,3R,19771382,19773225
FBgn0038731,CG11659,3R,19775459,19777280
FBgn0038732,CG11391,3R,19778750,19780727
FBgn0038733,CG11407,3R,19781246,19783145
FBgn0038734,CG11453,3R,19783522,19785519
FBgn0012004,tRNA:V3b:92Bb,3R,19790122,19790194
FBgn0051215,tRNA:CR31215,3R,19790972,19791044
FBgn0014135,bnl,3R,19794073,19836817
FBgn0051471,tRNA:CR31471,3R,19802690,19802763
FBgn0051459,CG31459,3R,19840845,19842040
FBgn0038735,CG4662,3R,19847311,19854403
FBgn0261984,Ire1,3R,19853908,19861291
FBgn0038737,CG11447,3R,19861610,19862600
FBgn0038738,CG4572,3R,19862517,19864393
FBgn0038739,CG4686,3R,19864496,19866869
FBgn0038740,CG4562,3R,19865417,19875678
FBgn0038741,CG17186,3R,19875974,19877514
FBgn0038742,Arc42,3R,19877737,19879309
FBgn0014006,Ask1,3R,19879719,19886030
FBgn0002940,ninaE,3R,19886255,19888206
FBgn0038744,CG4733,3R,19890689,19898738
FBgn0038745,CG4538,3R,19897372,19903689
FBgn0038746,Surf6,3R,19903665,19904868
FBgn0038747,RhoGAP92B,3R,19905164,19914272
FBgn0266407,CR45047,3R,19907681,19908091
FBgn0266408,CR45048,3R,19908403,19910318
FBgn0260234,Xport-B,3R,19914320,19915412
FBgn0038749,Xport-A,3R,19914396,19915412
FBgn0038750,CG4465,3R,19915868,19917839
FBgn0038751,CG4770,3R,19918507,19920584
FBgn0262971,CR43282,3R,19920597,19921310
FBgn0267707,CR46040,3R,19921313,19921671
FBgn0038752,CG4462,3R,19921744,19925371
FBgn0038753,CG4459,3R,19926322,19928644
FBgn0038755,Hs6st,3R,19929277,20008512
FBgn0021776,mira,3R,19931799,19935120
FBgn0267709,CR46042,3R,19941997,19942403
FBgn0038756,CG4783,3R,19948443,19948907
FBgn0051213,CG31213,3R,19972898,19979569
FBgn0038760,MED25,3R,20008947,20011712
FBgn0038761,CG17190,3R,20011776,20013504
FBgn0270925,CG4836,3R,20013872,20018248
FBgn0038763,CG4433,3R,20018269,20021338
FBgn0243511,psidin,3R,20021704,20026482
FBgn0038765,CG4424,3R,20026487,20028040
FBgn0038766,CG4854,3R,20028058,20029561
FBgn0038767,trem,3R,20029560,20031309
FBgn0038768,CG4936,3R,20031823,20034330
FBgn0038769,CG10889,3R,20033881,20036056
FBgn0040571,CG17193,3R,20036421,20056097
FBgn0064119,CG33934,3R,20042757,20048716
FBgn0260466,Indy-2,3R,20042757,20048716
FBgn0038771,CG4390,3R,20056418,20059750
FBgn0038772,mdlc,3R,20057748,20059291
FBgn0003249,Rh3,3R,20081060,20082450
FBgn0051206,CG31206,3R,20106936,20107963
FBgn0038773,CG10887,3R,20114838,20117139
FBgn0045471,Gr92a,3R,20121060,20122277
FBgn0262025,CR42836,3R,20139148,20139921
FBgn0038774,CG5023,3R,20169435,20174872
FBgn0083975,Nlg4,3R,20204809,20245473
FBgn0038775,CG17199,3R,20208201,20209791
FBgn0267710,CR46043,3R,20238507,20239091
FBgn0262582,cic,3R,20252770,20303942
FBgn0038783,CG4367,3R,20303955,20304954
FBgn0038784,CG4362,3R,20306216,20307537
FBgn0261550,CG42668,3R,20309344,20324196
FBgn0038787,CG4360,3R,20324274,20328003
FBgn0267450,CR45800,3R,20325529,20326260
FBgn0038788,Sirt2,3R,20328465,20330915
FBgn0038789,Ir92a,3R,20338973,20343902
FBgn0266381,CR45023,3R,20358839,20360281
FBgn0038790,MtnC,3R,20360308,20360634
FBgn0262869,Gfrl,3R,20378458,20484588
FBgn0038795,CG4335,3R,20406615,20407871
FBgn0038796,eIF3gb,3R,20408265,20409243
FBgn0265550,CR44400,3R,20485136,20485528
FBgn0265551,CR44401,3R,20485778,20486679
FBgn0038797,Dic2,3R,20499992,20502015
FBgn0002869,MtnB,3R,20503102,20503746
FBgn0038798,Or92a,3R,20504788,20506186
FBgn0038799,MFS9,3R,20507392,20512468
FBgn0262146,MtnE,3R,20534021,20534704
FBgn0053192,MtnD,3R,20534962,20535301
FBgn0016917,Stat92E,3R,20535323,20552311
FBgn0067783,att-ORFA,3R,20552385,20557667
FBgn0067782,att-ORFB,3R,20552635,20554400
FBgn0043457,CG5180,3R,20557930,20559760
FBgn0040575,CG15922,3R,20559708,20560280
FBgn0038803,CG5191,3R,20560865,20573000
FBgn0038804,CG10877,3R,20562486,20564067
FBgn0083039,snoRNA:Psi18S-301,3R,20574906,20575043
FBgn0038805,TFAM,3R,20575245,20577010
FBgn0038806,CG5412,3R,20577053,20578131
FBgn0023212,EloB,3R,20578222,20579850
FBgn0038808,Srp14,3R,20580115,20580764
FBgn0054008,CG34008,3R,20580683,20581522
FBgn0038809,CG16953,3R,20581770,20585833
FBgn0014029,Sep2,3R,20586129,20588356
FBgn0267711,CR46044,3R,20588003,20588549
FBgn0038810,Srp72,3R,20588711,20591040
FBgn0038811,CG4159,3R,20591024,20592671
FBgn0023097,bon,3R,20593139,20612540
FBgn0051506,tRNA:CR31506,3R,20604749,20604832
FBgn0038814,CG15923,3R,20611251,20616901
FBgn0038815,CG5466,3R,20617883,20621269
FBgn0001169,H,3R,20621938,20628915
FBgn0015279,Pi3K92E,3R,20628972,20634732
FBgn0038816,Lrrk,3R,20635480,20644279
FBgn0051201,GluRIIE,3R,20644154,20648716
FBgn0028422,GluRIID,3R,20648595,20652450
FBgn0038818,Nep4,3R,20652567,20659904
FBgn0038819,Cpr92F,3R,20669571,20672821
FBgn0038820,CG4000,3R,20676224,20677351
FBgn0266382,CR45024,3R,20677080,20677858
FBgn0263406,CR43452,3R,20678183,20679079
FBgn0024944,Oamb,3R,20689018,20714577
FBgn0051205,CG31205,3R,20731631,20732707
FBgn0261857,CR42786,3R,20734748,20735323
FBgn0004107,Cdk2,3R,20735623,20738414
FBgn0262185,mir-995,3R,20735923,20736012
FBgn0038821,CG17267,3R,20737325,20739100
FBgn0259222,CG42322,3R,20740108,20756639
FBgn0051199,CG31199,3R,20742800,20743869
FBgn0051200,CG31200,3R,20744234,20745338
FBgn0265606,Prosalpha4T1,3R,20748184,20749074
FBgn0038826,Syp,3R,20756729,20810726
FBgn0051195,CG31195,3R,20757269,20762369
FBgn0046689,Takl1,3R,20770828,20772601
FBgn0038827,Fancd2,3R,20810804,20816190
FBgn0038828,CG17270,3R,20816445,20818929
FBgn0038829,CG17271,3R,20819129,20821848
FBgn0019936,RpS20,3R,20822181,20823356
FBgn0083055,snoRNA:Psi18S-1295,3R,20822610,20822749
FBgn0082986,snoRNA:Psi28S-2562,3R,20822926,20823060
FBgn0038830,CG17272,3R,20823313,20824239
FBgn0027493,AdSS,3R,20824667,20830580
FBgn0264839,CR44047,3R,20827095,20828212
FBgn0051223,CG31223,3R,20831127,20832455
FBgn0053094,Synd,3R,20832799,20840118
FBgn0038832,CG15695,3R,20842140,20844981
FBgn0038833,CG15696,3R,20847068,20847748
FBgn0038834,RpS30,3R,20850516,20851427
FBgn0259215,Ir93a,3R,20851709,20859945
FBgn0262422,mir-1011,3R,20853305,20853358
FBgn0038837,CG3822,3R,20860187,20866231
FBgn0028396,TotA,3R,20871036,20871700
FBgn0044812,TotC,3R,20872988,20873580
FBgn0038838,TotB,3R,20873938,20874522
FBgn0044809,TotZ,3R,20877736,20878363
FBgn0264840,CR44048,3R,20878405,20879384
FBgn0051480,tRNA:CR31480,3R,20890698,20890769
FBgn0051334,tRNA:CR31334,3R,20891122,20891193
FBgn0051333,tRNA:CR31333,3R,20891658,20891729
FBgn0266252,CR44947,3R,20892591,20893771
FBgn0038839,Ktl,3R,20894452,20897320
FBgn0038840,CG5621,3R,20901956,20908263
FBgn0044810,TotX,3R,20904917,20905518
FBgn0051191,CG31191,3R,20909213,20945530
FBgn0264915,CR44106,3R,20911640,20912869
FBgn0263460,snoRNA:CG31191-a,3R,20912733,20912879
FBgn0038842,hdly,3R,20914296,20929213
FBgn0002921,Atpalpha,3R,20948714,20976239
FBgn0013995,Calx,3R,20978183,21015613
FBgn0263400,CG43446,3R,20986504,20987936
FBgn0038845,CG10827,3R,21005160,21006990
FBgn0038846,CG5697,3R,21015949,21017120
FBgn0026056,Rlip,3R,21017684,21020753
FBgn0046763,CG17278,3R,21021044,21024163
FBgn0013812,Dhc93AB,3R,21024580,21042499
FBgn0038847,CG12278,3R,21044068,21044905
FBgn0051189,CG31189,3R,21044898,21045842
FBgn0051207,CG31207,3R,21046032,21047027
FBgn0038849,CG7079,3R,21047462,21048829
FBgn0038850,CG17279,3R,21050014,21050943
FBgn0011672,Mvl,3R,21051383,21060800
FBgn0025865,Cortactin,3R,21061680,21064471
FBgn0000083,AnxB9,3R,21065241,21070917
FBgn0003257,r-l,3R,21070557,21073319
FBgn0038851,dmrt93B,3R,21074007,21076798
FBgn0038852,HHEX,3R,21076862,21080926
FBgn0038853,RhoGAP93B,3R,21083043,21097827
FBgn0265067,CR44178,3R,21088792,21095744
FBgn0038854,CG7044,3R,21098229,21101718
FBgn0267712,CR46045,3R,21102008,21102889
FBgn0038855,CG5745,3R,21102199,21105113
FBgn0266674,Sec15,3R,21105046,21107972
FBgn0028468,rtet,3R,21108446,21110834
FBgn0015790,Rab11,3R,21111408,21116146
FBgn0010770,ppan,3R,21116254,21117899
FBgn0038857,Bdbt,3R,21117857,21118856
FBgn0283468,slmb,3R,21119252,21127485
FBgn0038858,CG5793,3R,21127573,21129601
FBgn0038859,Obp93a,3R,21128950,21129717
FBgn0038860,Ice2,3R,21130216,21132720
FBgn0038861,CG7009,3R,21132734,21133881
FBgn0038862,Usp8,3R,21134262,21138214
FBgn0250820,meigo,3R,21138270,21140365
FBgn0264357,SNF4Agamma,3R,21140739,21214269
FBgn0038865,cDIP,3R,21159238,21161092
FBgn0038866,CG5810,3R,21163778,21165161
FBgn0260004,Snmp1,3R,21165167,21168205
FBgn0038868,CG5862,3R,21215079,21216226
FBgn0264706,CR43975,3R,21216820,21217242
FBgn0038869,Smyd5,3R,21217268,21218791
FBgn0038870,Oga,3R,21219077,21222843
FBgn0038871,CG3337,3R,21220704,21223584
FBgn0265205,CR44265,3R,21223623,21224589
FBgn0038872,Nelf-A,3R,21223704,21229512
FBgn0000527,e,3R,21229839,21237177
FBgn0038873,CG5892,3R,21242618,21245418
FBgn0038874,ETHR,3R,21247011,21265134
FBgn0016700,Rab1,3R,21266029,21269060
FBgn0267448,CR45798,3R,21266255,21267794
FBgn0043012,AP-2sigma,3R,21269209,21270075
FBgn0038876,CG5919,3R,21270126,21271408
FBgn0038877,CG3308,3R,21271078,21273817
FBgn0038878,CG3301,3R,21274243,21276249
FBgn0038880,SIFaR,3R,21276664,21293998
FBgn0038879,CG17298,3R,21283197,21284050
FBgn0001234,Hsromega,3R,21296127,21317836
FBgn0263537,mir-4951,3R,21316716,21316865
FBgn0038881,CG16791,3R,21318300,21349601
FBgn0002781,mod(mdg4),3R,21350846,21377401
FBgn0266178,pre-mod(mdg4)-B,3R,21354445,21359768
FBgn0267648,pre-mod(mdg4)-G,3R,21354445,21359768
FBgn0267649,pre-mod(mdg4)-H,3R,21354445,21359768
FBgn0266173,pre-mod(mdg4)-K,3R,21355692,21359768
FBgn0266174,pre-mod(mdg4)-L,3R,21355692,21359768
FBgn0266175,pre-mod(mdg4)-P,3R,21355692,21359768
FBgn0266176,pre-mod(mdg4)-J,3R,21355692,21359768
FBgn0266177,pre-mod(mdg4)-I,3R,21355692,21359768
FBgn0261837,pre-mod(mdg4)-T,3R,21360176,21362131
FBgn0261838,pre-mod(mdg4)-Z,3R,21360176,21362131
FBgn0266170,pre-mod(mdg4)-C,3R,21362968,21365290
FBgn0266171,pre-mod(mdg4)-AB,3R,21362968,21365290
FBgn0266172,pre-mod(mdg4)-E,3R,21362968,21365488
FBgn0261839,pre-mod(mdg4)-Y,3R,21365609,21368279
FBgn0261841,pre-mod(mdg4)-AD,3R,21365609,21368279
FBgn0261842,pre-mod(mdg4)-AE,3R,21365609,21368279
FBgn0261840,pre-mod(mdg4)-X,3R,21365609,21369330
FBgn0261843,pre-mod(mdg4)-W,3R,21365609,21370249
FBgn0261844,pre-mod(mdg4)-V,3R,21365609,21370249
FBgn0261845,pre-mod(mdg4)-U,3R,21365609,21370249
FBgn0267650,pre-mod(mdg4)-AA,3R,21370918,21373575
FBgn0267651,pre-mod(mdg4)-O,3R,21370918,21373575
FBgn0267652,pre-mod(mdg4)-N,3R,21370918,21373575
FBgn0004110,tin,3R,21378977,21381970
FBgn0004862,bap,3R,21388880,21390449
FBgn0038886,CG6475,3R,21397781,21399742
FBgn0267713,CR46046,3R,21401654,21402289
FBgn0038887,CG7907,3R,21403735,21406690
FBgn0038888,CheB93a,3R,21407445,21408324
FBgn0051438,CheB93b,3R,21409123,21409924
FBgn0008651,lbl,3R,21409979,21434133
FBgn0264898,CR44089,3R,21436351,21436701
FBgn0011278,lbe,3R,21441577,21446537
FBgn0263407,CR43453,3R,21465701,21466492
FBgn0038889,Fancm,3R,21482325,21487444
FBgn0264824,CR44032,3R,21498632,21499405
FBgn0004863,C15,3R,21499986,21512814
FBgn0038890,CG7956,3R,21520928,21528598
FBgn0263130,CR43372,3R,21530987,21532986
FBgn0264825,CR44033,3R,21534429,21535367
FBgn0002941,slou,3R,21548661,21557182
FBgn0038892,CG15498,3R,21567519,21569149
FBgn0283499,InR,3R,21570248,21619321
FBgn0263662,CR43653,3R,21592350,21594852
FBgn0264826,CR44034,3R,21615020,21615740
FBgn0011766,E2f1,3R,21620304,21660871
FBgn0262405,mir-998,3R,21621879,21622021
FBgn0262434,mir-11,3R,21622497,21622571
FBgn0267722,CR46055,3R,21632705,21633322
FBgn0267723,CR46056,3R,21638652,21639088
FBgn0267724,CR46057,3R,21646301,21646603
FBgn0038893,CG6353,3R,21661186,21662972
FBgn0038894,CG15497,3R,21664389,21666676
FBgn0259113,DNApol-alpha180,3R,21666562,21671750
FBgn0051176,CG31176,3R,21672303,21719660
FBgn0264905,CR44096,3R,21720967,21723234
FBgn0262542,CR43096,3R,21729502,21729895
FBgn0261060,Sfp93F,3R,21735909,21736296
FBgn0262143,CG42869,3R,21736513,21736849
FBgn0262144,CG42870,3R,21736933,21737364
FBgn0054034,CG34034,3R,21738345,21739110
FBgn0038897,CG5849,3R,21740105,21744431
FBgn0051343,CG31343,3R,21745266,21749003
FBgn0051233,CG31233,3R,21749853,21753237
FBgn0051198,CG31198,3R,21754324,21757758
FBgn0259237,CG42335,3R,21758764,21769301
FBgn0038901,Burs,3R,21769518,21770279
FBgn0027575,GABA-B-R2,3R,21770333,21775840
FBgn0038902,CG6800,3R,21776138,21777213
FBgn0038903,RpI12,3R,21777203,21777847
FBgn0003867,tsl,3R,21778114,21782536
FBgn0013759,CASK,3R,21783400,21822674
FBgn0266181,CRG,3R,21783540,21786208
FBgn0262331,mir-999,3R,21798227,21798331
FBgn0263521,mir-4969,3R,21798514,21798671
FBgn0267192,CR45632,3R,21823692,21824086
FBgn0041229,Gr93a,3R,21832503,21834013
FBgn0045470,Gr93b,3R,21842521,21843765
FBgn0045469,Gr93c,3R,21844014,21845265
FBgn0264896,CR44087,3R,21845453,21846711
FBgn0045468,Gr93d,3R,21845454,21846659
FBgn0015229,glec,3R,21850694,21856266
FBgn0267204,CR45644,3R,21860748,21860978
FBgn0267205,CR45645,3R,21861377,21862080
FBgn0260940,lsn,3R,21865168,21866238
FBgn0038909,CG6569,3R,21866172,21867919
FBgn0067317,Cby,3R,21868003,21868770
FBgn0051174,CG31174,3R,21868681,21869514
FBgn0051431,CG31431,3R,21870681,21873640
FBgn0064912,CG31178,3R,21873739,21874922
FBgn0038912,CG6656,3R,21875293,21877788
FBgn0083984,CG34148,3R,21877870,21878686
FBgn0053092,P5CDh2,3R,21877936,21880696
FBgn0266406,CR45046,3R,21878672,21884101
FBgn0051465,CG31465,3R,21880810,21883990
FBgn0038914,fit,3R,21883924,21884454
FBgn0038915,CG17819,3R,21884728,21885550
FBgn0038916,dnd,3R,21885676,21887355
FBgn0038917,CG6678,3R,21887029,21907182
FBgn0264426,CG43844,3R,21889539,21890171
FBgn0038918,CG6690,3R,21911816,21913591
FBgn0038919,CG17843,3R,21913747,21915546
FBgn0264490,Eip93F,3R,21949114,22014539
FBgn0038921,CG6332,3R,22014697,22016212
FBgn0038922,CG6439,3R,22016391,22019382
FBgn0019960,Mitofilin,3R,22019505,22023335
FBgn0038923,mRpL35,3R,22023527,22024341
FBgn0038924,CG6028,3R,22024259,22025506
FBgn0038925,Cchl,3R,22025975,22027480
FBgn0019957,ND-42,3R,22027709,22029393
FBgn0038926,CG13409,3R,22029440,22031900
FBgn0038927,CG6015,3R,22032150,22034286
FBgn0266538,CG45099,3R,22032150,22034286
FBgn0266581,pit,3R,22034298,22038925
FBgn0038928,Fadd,3R,22034455,22035617
FBgn0261455,scaRNA:MeU5-G38,3R,22036343,22036443
FBgn0264491,how,3R,22042191,22079321
FBgn0038929,CG13408,3R,22080382,22083473
FBgn0038930,CG5778,3R,22085374,22086397
FBgn0040582,CG5791,3R,22087075,22088501
FBgn0038931,CG13407,3R,22103414,22105590
FBgn0051164,Ir94a,3R,22113427,22115214
FBgn0051424,Ir94b,3R,22115471,22117249
FBgn0051423,Ir94c,3R,22117640,22119454
FBgn0259736,CG42390,3R,22120061,22133367
FBgn0051163,SKIP,3R,22133830,22296126
FBgn0266751,CR45224,3R,22194979,22209477
FBgn0038934,Gld2,3R,22211824,22217415
FBgn0262382,mir-1010,3R,22292879,22292949
FBgn0263834,CR43696,3R,22296870,22297544
FBgn0263835,CR43697,3R,22297548,22298051
FBgn0038938,CG7084,3R,22298805,22304420
FBgn0263117,CG34377,3R,22308663,22324094
FBgn0267994,CR46261,3R,22314543,22315162
FBgn0038941,CG7080,3R,22329300,22330546
FBgn0053721,CG33721,3R,22331069,22331801
FBgn0038942,CG13862,3R,22331991,22332559
FBgn0038943,CG5391,3R,22333088,22334150
FBgn0038944,CG5388,3R,22334257,22340307
FBgn0267721,CR46054,3R,22337064,22337669
FBgn0038945,CG5386,3R,22341236,22342251
FBgn0038946,rdhB,3R,22351696,22356264
FBgn0038947,Sar1,3R,22356685,22360711
FBgn0038948,PSR,3R,22360782,22362371
FBgn0083967,Muted,3R,22362620,22364580
FBgn0260467,CG7071,3R,22362620,22364580
FBgn0038950,CG5382,3R,22364573,22365983
FBgn0038951,CG5380,3R,22366080,22367373
FBgn0267385,PyK,3R,22367536,22372746
FBgn0038952,CG7069,3R,22372835,22375579
FBgn0038953,CG18596,3R,22375923,22379955
FBgn0083985,CG34149,3R,22380128,22381253
FBgn0263047,CG43342,3R,22381340,22382147
FBgn0263048,CG43343,3R,22382035,22386548
FBgn0038956,CG5379,3R,22386489,22389714
FBgn0038957,CG7059,3R,22389780,22392349
FBgn0038958,CG13857,3R,22392189,22394104
FBgn0051165,tRNA:CR31165,3R,22396528,22396609
FBgn0051162,tRNA:CR31162,3R,22396799,22396880
FBgn0051167,tRNA:CR31167,3R,22397180,22397261
FBgn0051166,tRNA:CR31166,3R,22397572,22397653
FBgn0038959,CG13856,3R,22402655,22405059
FBgn0038960,CG13855,3R,22405939,22408640
FBgn0038961,CG13850,3R,22408566,22410915
FBgn0261279,lqfR,3R,22411301,22419051
FBgn0038964,Nop56,3R,22419095,22421068
FBgn0038965,mats,3R,22421161,22423302
FBgn0038966,pinta,3R,22423316,22424929
FBgn0038967,CG13847,3R,22425214,22436150
FBgn0038968,CG12499,3R,22440152,22446587
FBgn0085317,CG34288,3R,22446763,22447263
FBgn0085405,CG34376,3R,22448099,22460749
FBgn0028688,Rpn7,3R,22460662,22462054
FBgn0263351,AP-2mu,3R,22462455,22464603
FBgn0038972,CG7054,3R,22464985,22465938
FBgn0038973,Pebp1,3R,22466034,22466679
FBgn0038974,CG5377,3R,22466905,22468157
FBgn0038975,Nrx-1,3R,22468512,22486969
FBgn0263554,mir-4952,3R,22480813,22480938
FBgn0038976,CG7048,3R,22487039,22488110
FBgn0038977,CG5376,3R,22488033,22488955
FBgn0003676,T-cp1,3R,22489105,22491439
FBgn0038978,tHMG1,3R,22491829,22492381
FBgn0038979,tHMG2,3R,22492953,22493746
FBgn0038980,Octbeta1R,3R,22497215,22520078
FBgn0038981,CG5346,3R,22520087,22528663
FBgn0053099,CG33099,3R,22528920,22530572
FBgn0053093,CG33093,3R,22530694,22531922
FBgn0038983,CG5326,3R,22532174,22539919
FBgn0267206,CR45646,3R,22539996,22541279
FBgn0267207,CR45647,3R,22543278,22543578
FBgn0038984,AdipoR,3R,22543693,22547846
FBgn0264871,CR44062,3R,22550032,22552687
FBgn0260942,bond,3R,22550680,22556494
FBgn0038986,CG5278,3R,22558342,22562572
FBgn0053110,CG33110,3R,22570188,22580392
FBgn0028837,CSN6,3R,22580773,22582033
FBgn0024558,Dph5,3R,22582028,22583225
FBgn0053107,CG33107,3R,22583352,22584718
FBgn0038989,CG6937,3R,22584773,22586209
FBgn0014949,btn,3R,22586149,22586625
FBgn0051158,Efa6,3R,22587755,22608842
FBgn0051156,CG31156,3R,22608670,22613656
FBgn0038993,CG13843,3R,22609485,22610715
FBgn0051159,EF-G2,3R,22613686,22616622
FBgn0051161,CG31161,3R,22616511,22618300
FBgn0263863,mRpL45,3R,22618492,22619826
FBgn0020278,loco,3R,22619968,22639387
FBgn0263452,CR43475,3R,22628797,22629299
FBgn0263451,CR43474,3R,22629575,22630671
FBgn0266418,wake,3R,22639808,22683827
FBgn0046114,Gclm,3R,22685006,22686510
FBgn0039002,CG17625,3R,22686849,22687407
FBgn0039003,wfs1,3R,22687542,22690380
FBgn0039004,Nup133,3R,22690607,22694772
FBgn0263986,cd,3R,22694959,22697990
FBgn0039006,Cyp6d4,3R,22698319,22700307
FBgn0039007,CCAP,3R,22700582,22702084
FBgn0039008,CG6972,3R,22702007,22704338
FBgn0039009,CG13842,3R,22704254,22707278
FBgn0039010,CG4907,3R,22707786,22710762
FBgn0051151,wge,3R,22710883,22721150
FBgn0024958,Irp-1A,3R,22721320,22724587
FBgn0267208,CR45648,3R,22724348,22724678
FBgn0039013,CG4813,3R,22724884,22726414
FBgn0266409,CG45049,3R,22726967,22732362
FBgn0039015,Takl2,3R,22732356,22733851
FBgn0039016,Dcr-1,3R,22734007,22741091
FBgn0039017,CG6985,3R,22741150,22743081
FBgn0263143,vret,3R,22742954,22745581
FBgn0039019,HP1c,3R,22745620,22746605
FBgn0039020,CG17141,3R,22746446,22747599
FBgn0051139,CG31139,3R,22747690,22749056
FBgn0086253,rumi,3R,22749014,22750597
FBgn0039025,Usp12-46,3R,22750901,22776374
FBgn0039026,CG7029,3R,22750901,22794030
FBgn0039022,CG4725,3R,22758810,22761076
FBgn0039023,CG4723,3R,22761440,22763711
FBgn0039024,CG4721,3R,22763960,22766172
FBgn0040588,CG13841,3R,22766732,22767699
FBgn0262537,CG43091,3R,22768121,22768733
FBgn0262538,CG43092,3R,22768883,22769667
FBgn0262539,CG43093,3R,22769775,22770307
FBgn0262540,CG43094,3R,22770613,22770987
FBgn0262541,CG43095,3R,22771156,22771770
FBgn0263513,mir-4953,3R,22774140,22774232
FBgn0263663,CR43654,3R,22777567,22781465
FBgn0039027,CG7031,3R,22804291,22807290
FBgn0039028,CG13840,3R,22814483,22816178
FBgn0265450,CR44350,3R,22823686,22827260
FBgn0039029,CG4704,3R,22844093,22846302
FBgn0264428,CR43846,3R,22851088,22851804
FBgn0017590,klg,3R,22899284,22961731
FBgn0039030,CG6660,3R,22923352,22924525
FBgn0267757,CR46088,3R,22928593,22929129
FBgn0263664,CR43655,3R,22964038,22964630
FBgn0051281,Tpl94D,3R,22966284,22967842
FBgn0039031,CG17244,3R,22977270,22978164
FBgn0263390,Nha2,3R,22981459,22998528
FBgn0039033,Or94a,3R,22987281,22988503
FBgn0039034,Or94b,3R,22989295,22990568
FBgn0263408,CR43454,3R,22996454,22997785
FBgn0085404,CG34375,3R,23000139,23010562
FBgn0265156,CR44225,3R,23011921,23012360
FBgn0039038,CG6688,3R,23012412,23015475
FBgn0039039,lmd,3R,23021222,23026713
FBgn0039040,CG13833,3R,23033284,23035563
FBgn0265157,CR44226,3R,23040776,23041340
FBgn0039041,CG13838,3R,23042241,23042669
FBgn0039042,CG13837,3R,23043990,23044661
FBgn0039043,CG17121,3R,23044664,23048214
FBgn0039044,p53,3R,23049657,23054082
FBgn0041225,Gr94a,3R,23051689,23052903
FBgn0267758,CR46089,3R,23052916,23057984
FBgn0039045,CG17119,3R,23054410,23058958
FBgn0053193,sav,3R,23058609,23061304
FBgn0027526,Ublcp1,3R,23061493,23062751
FBgn0039048,CG17111,3R,23062713,23067259
FBgn0039054,Cow,3R,23070516,23112730
FBgn0039049,CG6726,3R,23091724,23095184
FBgn0039050,CG17110,3R,23091724,23095441
FBgn0039051,CG17109,3R,23095690,23097240
